,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable,neighbourhood_16th Street Heights,neighbourhood_Adams Morgan,neighbourhood_American University Park,neighbourhood_Anacostia,neighbourhood_Barney Circle,neighbourhood_Barry Farm,neighbourhood_Bellevue,neighbourhood_Benning,neighbourhood_Benning Heights,neighbourhood_Benning Ridge,neighbourhood_Berkley,neighbourhood_Bloomingdale,neighbourhood_Brentwood,neighbourhood_Brightwood,neighbourhood_Brookland,neighbourhood_Buena Vista,neighbourhood_Burleith,neighbourhood_Capitol Hill,neighbourhood_Carver Langston,neighbourhood_Cathedral Heights,neighbourhood_Central Northeast/Mahaning Heights,neighbourhood_Chevy Chase,"neighbourhood_Chevy Chase, MD",neighbourhood_Civic Betterment,neighbourhood_Cleveland Park,neighbourhood_Colonial Village,neighbourhood_Columbia Heights,neighbourhood_Congress Heights,neighbourhood_Crestwood,neighbourhood_Deanwood,neighbourhood_Douglass,neighbourhood_Downtown/Penn Quarter,neighbourhood_Dupont Circle,neighbourhood_Dupont Park,neighbourhood_East Corner,neighbourhood_Eastland Gardens,neighbourhood_Eckington,neighbourhood_Edgewood,neighbourhood_Fairlawn,neighbourhood_Foggy Bottom,neighbourhood_Forest Hills,neighbourhood_Fort Davis,neighbourhood_Fort Dupont,neighbourhood_Fort Lincoln,neighbourhood_Fort Totten,neighbourhood_Foxhall,neighbourhood_Friendship Heights,neighbourhood_Gallaudet,neighbourhood_Garfield Heights,neighbourhood_Gateway,neighbourhood_Georgetown,neighbourhood_Glover Park,neighbourhood_Good Hope,neighbourhood_Greenway,"neighbourhood_Hilcrest Heights/Marlow Heights, MD",neighbourhood_Hillbrook,neighbourhood_Hillcrest,neighbourhood_Ivy City,neighbourhood_Judiciary Square,neighbourhood_Kalorama,neighbourhood_Kent,neighbourhood_Kingman Park,neighbourhood_Knox Hill,neighbourhood_Lamond Riggs,neighbourhood_Langdon,neighbourhood_LeDroit Park,neighbourhood_Lincoln Heights,neighbourhood_Logan Circle,neighbourhood_Manor Park,neighbourhood_Marshall Heights,neighbourhood_Massachusetts Heights,neighbourhood_Michigan Park,neighbourhood_Mount Pleasant,neighbourhood_Mount Vernon Square,"neighbourhood_Mt Rainier/Brentwood, MD",neighbourhood_Navy Yard,neighbourhood_Naylor Gardens,neighbourhood_Near Northeast/H Street Corridor,neighbourhood_North Cleveland Park,neighbourhood_North Michigan Park,neighbourhood_Palisades,neighbourhood_Park View,neighbourhood_Petworth,neighbourhood_Pleasant Hill,neighbourhood_Pleasant Plains,neighbourhood_Randle Highlands,neighbourhood_River Terrace,neighbourhood_Shaw,neighbourhood_Shepherd Park,neighbourhood_Shipley Terrace,"neighbourhood_Silver Spring, MD",neighbourhood_Skyland,neighbourhood_Southwest Waterfront,neighbourhood_St. Elizabeths,neighbourhood_Stronghold,neighbourhood_Takoma,"neighbourhood_Takoma Park, MD",neighbourhood_Trinidad,neighbourhood_Truxton Circle,neighbourhood_Twining,neighbourhood_U Street Corridor,neighbourhood_Washington Highlands,neighbourhood_Wesley Heights,neighbourhood_West End,neighbourhood_Woodland,neighbourhood_Woodland-Normanstone Terrace,neighbourhood_Woodley Park,neighbourhood_Woodridge,property_type_Apartment,property_type_House,property_type_Other,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60
286,38.93105,-77.0257,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5660066297600124,5.521460917862246,1.4096066464289525,-0.36651292058166435,1.0971887003649488,1.5040351003996315,30,1.0197814405382262,1.5136524718106426,2.302585092994046,2.1972245773362196,2.302585092994046,,1.0,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
287,38.933840000000004,-77.02781999999999,0.7320993680864453,-4.605170185988091,-0.36651292058166435,0.0940478276166991,1.4912513280732116,5.703782474656201,1.4096066464289525,0.32663425997828094,-4.605170185988091,0.9704217812773649,6,1.7623306769684906,1.5136524718106426,2.302585092994046,2.302585092994046,2.302585092994046,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
290,38.93143,-77.02286,0.32663425997828094,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5159789342503565,5.0106352940962555,1.4289675858306226,-4.605170185988091,0.0940478276166991,1.949551840702297,22,1.2913203187398075,1.5136524718106426,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
291,38.9338,-77.0273,0.47588499532711054,-0.08742157179075505,0.0940478276166991,-0.36651292058166435,1.7899180109322803,5.521460917862246,1.641863663944111,0.32663425997828094,-0.36651292058166435,0.9704217812773649,10,0.9102350933653259,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
292,38.904740000000004,-77.02741,0.5831980807826592,-0.90272045571788,-0.36651292058166435,-0.36651292058166435,1.7677968373611699,-4.605170185988091,1.611562712266506,-4.605170185988091,0.0940478276166991,1.932499886168131,22,1.6168012568351087,1.50648771329857,2.1972245773362196,2.302585092994046,2.1972245773362196,1.0,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
293,38.90421,-77.02733,0.9962288929513948,0.0940478276166991,0.47588499532711054,0.7320993680864453,1.8491427716078928,-4.605170185988091,1.7086424843059957,0.7320993680864453,0.0940478276166991,1.932499886168131,13,1.652565565295187,1.5159789342503565,2.1972245773362196,2.302585092994046,2.302585092994046,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
294,38.90462,-77.02704,0.47588499532711054,-4.605170185988091,-4.605170185988091,0.0940478276166991,1.6625993768319907,-4.605170185988091,1.5744972839952205,-4.605170185988091,0.0940478276166991,1.932499886168131,17,1.6645326805160583,1.5015489517809617,2.1972245773362196,2.302585092994046,2.1972245773362196,1.0,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
295,38.932520000000004,-77.02584,0.0940478276166991,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5015489517809617,6.214608098422191,1.4289675858306226,-0.36651292058166435,-0.36651292058166435,1.1926601162848087,15,1.2913203187398075,1.520543522634296,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
296,38.92904,-76.95944,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4431723270012284,6.907755278982137,1.3640546328884455,-4.605170185988091,-4.605170185988091,1.949551840702297,29,-0.36651292058166435,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
298,38.91373,-77.04713000000001,0.5831980807826592,-0.08742157179075505,-0.36651292058166435,0.0940478276166991,1.8098036203900951,-4.605170185988091,1.641863663944111,0.32663425997828094,0.0940478276166991,1.949551840702297,10,1.6206242722269526,1.5182757199460604,2.302585092994046,2.302585092994046,2.1972245773362196,1.0,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
299,38.88177,-77.00116,0.5831980807826592,-4.605170185988091,-0.36651292058166435,-0.36651292058166435,1.8269026656007323,6.214608098422191,1.4626737779454593,-4.605170185988091,-0.36651292058166435,0.9704217812773649,22,0.32663425997828094,1.5159789342503565,2.0794415416798357,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
301,38.92328,-77.04052,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4746366515748413,6.1092475827643655,1.2684529660545276,-4.605170185988091,-4.605170185988091,1.949551840702297,30,1.3740303948169557,1.5182757199460604,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
302,38.95706,-77.08675,-0.36651292058166435,-0.90272045571788,-4.605170185988091,-0.36651292058166435,1.5040351003996315,-4.605170185988091,0.834032445247956,-4.605170185988091,-0.36651292058166435,0.9704217812773649,0,1.700459555401444,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
303,38.89074,-77.00164000000001,0.7320993680864453,-0.90272045571788,0.0940478276166991,0.47588499532711054,1.8252841449754358,-4.605170185988091,1.6673892921414593,-4.605170185988091,0.0940478276166991,1.932499886168131,15,1.5677385634836343,1.5159789342503565,2.302585092994046,2.302585092994046,2.1972245773362196,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
304,38.9147,-77.0402,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.6047738008405017,5.521460917862246,1.4289675858306226,-0.36651292058166435,0.32663425997828094,1.949551840702297,7,1.5793972284736488,1.524994838195378,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
305,38.88728,-76.98906,0.5831980807826592,-4.605170185988091,-0.36651292058166435,0.0940478276166991,1.641863663944111,-4.605170185988091,1.611562712266506,-4.605170185988091,0.0940478276166991,1.932499886168131,13,1.5040351003996315,1.5040351003996315,2.1972245773362196,2.1972245773362196,2.1972245773362196,1.0,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
306,38.88776,-76.99031,0.5831980807826592,-0.08742157179075505,-0.36651292058166435,0.0940478276166991,1.7411295468056076,-4.605170185988091,1.611562712266506,0.32663425997828094,0.0940478276166991,1.932499886168131,19,1.5457199360997627,1.5089076184613552,2.1972245773362196,2.302585092994046,2.302585092994046,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
307,38.91267,-77.03333,1.0197814405382262,0.5831980807826592,0.7320993680864453,0.9419387347481111,1.9586961776892762,-4.605170185988091,1.8098036203900951,-4.605170185988091,0.0940478276166991,1.949551840702297,11,1.55523479881416,1.5089076184613552,2.1972245773362196,2.302585092994046,2.1972245773362196,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
308,38.91301,-77.04844,0.47588499532711054,-4.605170185988091,-4.605170185988091,0.0940478276166991,1.7257569610137753,-4.605170185988091,1.611562712266506,-0.36651292058166435,0.0940478276166991,1.949551840702297,18,1.5040351003996315,1.5089076184613552,2.1972245773362196,2.302585092994046,2.1972245773362196,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
309,38.882490000000004,-76.99172,0.32663425997828094,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.6047738008405017,6.214608098422191,1.4775113193551406,-0.36651292058166435,0.0940478276166991,0.834032445247956,4,1.6033822739252712,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
310,38.904920000000004,-76.98795,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.4626737779454593,5.991464547107982,1.4096066464289525,-0.36651292058166435,0.32663425997828094,1.611562712266506,2,1.465736890326896,1.50648771329857,2.1972245773362196,2.1972245773362196,2.1972245773362196,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
311,38.94012,-77.03388000000001,-0.36651292058166435,-0.90272045571788,-4.605170185988091,-4.605170185988091,1.3053227409632366,-4.605170185988091,0.9962288929513948,-4.605170185988091,-4.605170185988091,1.949551840702297,0,1.3247380861805318,1.5159789342503565,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
312,38.89327,-76.99019,0.32663425997828094,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.5809998372418241,-4.605170185988091,1.4096066464289525,-4.605170185988091,-4.605170185988091,1.949551840702297,2,1.7257569610137753,1.5182757199460604,2.302585092994046,2.302585092994046,2.302585092994046,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
314,38.911809999999996,-77.01764,0.32663425997828094,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.557077128137304,-4.605170185988091,1.4289675858306226,-4.605170185988091,-0.36651292058166435,1.7749349530624492,20,1.7512935541477714,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
315,38.90623,-77.00353,0.47588499532711054,-0.36651292058166435,-0.36651292058166435,-0.36651292058166435,1.9326447339160655,5.41610040220442,,0.32663425997828094,0.32663425997828094,1.224127540701542,30,0.7871950081766445,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
316,38.91983,-77.0393,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5015489517809617,5.991464547107982,1.4626737779454593,-4.605170185988091,0.0940478276166991,1.7749349530624492,21,1.4397184637016933,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
